,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,mother,father,transfers,currently,region,status,statusDate,COD,notes,transferDate,transfer,entryDate
235,Bottlenose,"NOA0006649, AZA 1399, SWF-TT-1004 ",Ipanema,F,a,2010,Born,2010-05-17,Discovery Cove,Natalie,Akai,,Discovery Cove,US,Alive,,,"Ipanema's ownership was transferred to Dolphin Connection in September 2014, she physically resides at Discovery Cove",,US,2010-05-17
236,Bottlenose,"NOA0006642, AZA ????, TT8320",Bodie,M,a,2010,Born,2010-06-07,Six Flags Discovery Kingdom,Chelsea,"A.I., Rainbow",Six Flags Discovery Kingdom to Dolphinaris Arizona (24-Aug-2016),Dolphinaris Arizona,US,Alive,,,"Bodie was ""named"" Puna Kea during a marketing contest at Six Flags Discovery Kingdom, the name was symbolic and not official.",,US,2010-06-07
237,Beluga,"NOA0006658, SWC-DL-1076",Pearl,F,a,2010,Born,2010-06-23,SeaWorld San Diego,Ruby,Nanuq,,SeaWorld San Diego,US,Alive,,,,,US,2010-06-23
238,Beluga,"NOA0006657, SWT-DL-1076",Atla,F,a,2010,Born,2010-06-23,SeaWorld San Antonio,Luna,"A.I., Nanuq",SeaWorld San Antonio to SeaWorld San Diego (01-Jun-2014),SeaWorld San Diego,US,Alive,,,,,US,2010-06-23
239,Bottlenose,"NOA0006669, TT-861",,M,a,2010,Born,2010-06-30,U.S. Navy,Maddie,,,U.S. Navy,US,Alive,,,"Maddie's calf may have died, status is unknown",,US,2010-06-30
240,Bottlenose,"NOA0006670, AZA ????",Zoe,F,a,2010,Born,2010-07-04,Dolphins Plus Oceanside,Jessica,,Dolphins Plus Oceanside to Dolphins Plus Bayside (20-Feb-2014),Dolphins Plus Bayside,US,Alive,,,,,US,2010-07-04
241,Bottlenose,"NOA0006736, 811F1 (Dolphin Quest)",Noelani,F,a,2010,Born,2010-08-05,Dolphin Quest Hawaii,Pele,-,Dolphin Quest Hawai'i to Dolphinaris Arizona (26-Sep-2016),Dolphinaris Arizona,US,Alive,,,,,US,2010-08-05
242,Killer Whale; Orca,"NOA0006689, SWF-OO-1002",Makaio,M,a,2010,Born,2010-10-09,SeaWorld Orlando,Katina,Tilikum,,SeaWorld Orlando,US,Alive,,,,,US,2010-10-09
243,Bottlenose,"NOA0006700, SWT-TT-1078",Capri,F,a,2010,Born,2010-10-21,SeaWorld San Antonio,Ping,"A.I., Gilly (sex selected)",,SeaWorld San Antonio,US,Alive,,,"Sired through artificial insemination & sex selected, sire lives at SeaWorld San Antonio",,US,2010-10-21
244,Bottlenose,"NOA0006703, AZA ????, DRC-BC-10-02 ",Gambit,M,a,2010,Born,2010-11-05,Dolphin Research Center,Tursi,Kibby,,Dolphin Research Center,US,Alive,,,,,US,2010-11-05
245,Bottlenose,"NOA0006702, AZA ????, MSTT1004",Ringo,U,a,2010,Born,2010-11-13,Miami Seaquarium,Samantha,Noel,,Miami Seaquarium,US,Alive,,,,,US,2010-11-13
246,Bottlenose,"NOA0006705, AZA ????, DRC-BC-10-04 ",Flagler,M,a,2010,Born,2010-11-15,Dolphin Research Center,Merina,"A.I., Stormy",,Dolphin Research Center,US,Alive,,,"Conceived via artificial insemination, the sire (Stormy) lives at Theater of the Sea",,US,2010-11-15
247,Bottlenose,"NOA0006775, TT-872",Kdk,M,a,2011,Born,2011-05-29,U.S. Navy,Mako,,,U.S. Navy,US,Alive,,,,,US,2011-05-29
248,Bottlenose,"NOA0006776, TT-873",Lnc,M,a,2011,Born,2011-06-01,U.S. Navy,Pele,,,U.S. Navy,US,Alive,,,,,US,2011-06-01
249,Bottlenose," NOA00006744, AZA ????",Isaac,M,a,2011,Born,2011-06-01,Dolphins Plus Bayside,Samantha,Kimbit,,Dolphins Plus Bayside,US,Alive,,,,,US,2011-06-01
250,Bottlenose,"NOA0006751, AZA, TT070311",K2,U,a,2011,Born,2011-07-03,Mirage Dolphin Habitat,Duchess,Lightning,,Mirage Dolphin Habitat,US,Alive,,,,,US,2011-07-03
251,Bottlenose,"NOA0006757, SWT-TT-1176",Blyss,F,a,2011,Born,2011-07-16,SeaWorld San Antonio,Mattie,Hacksaw,,SeaWorld San Antonio,US,Alive,,,,,US,2011-07-16
252,Bottlenose,"NOA0006758, SWT-TT-1177",Koko,F,a,2011,Born,2011-07-17,SeaWorld San Antonio,Yoyo,Kai (T.t. gilli),,SeaWorld San Antonio,US,Alive,,,,,US,2011-07-17
253,Bottlenose,"NOA0006763, SWF-TT-1101",Aurora,F,a,2011,Born,2011-07-26,SeaWorld Orlando,Ariel,,SeaWorld Orlando to Discovery Cove (??-???-????),Discovery Cove,US,Alive,,,Transferred sometime in late 2016 or early 2017 (Nov-Jan),,US,2011-07-26
254,Bottlenose,"NOA0006765, AZA, TT82011",Miramar,U,a,2011,Born,2011-08-20,Mirage Dolphin Habitat,Huf-n-Puf,Lightning,,Mirage Dolphin Habitat,US,Alive,,,,,US,2011-08-20
255,Bottlenose,"NOA0006769, AZA ????, 811M1 (Dolphin Quest)",Ipo,M,a,2011,Born,2011-08-20,Dolphin Quest Hawaii,Iwa,Nimbus,,Dolphin Quest Hawai'i,US,Alive,,,,,US,2011-08-20
256,Bottlenose,"NOA0006777, TT874",Mem,M,a,2011,Born,2011-09-02,U.S. Navy,Blue,,,U.S. Navy,US,Alive,,,,,US,2011-09-02
257,Bottlenose,"NOA0006766, AZA ????, M11024",Hemingway,M,a,2011,Born,2011-09-05,Marineland Florida,Dazzle,Alvin,,Marineland Florida,US,Alive,,,,,US,2011-09-05
258,Bottlenose,"NOA0006768, SWF-TT-1102",Chopper,M,a,2011,Born,2011-09-21,Gulf World Marine Park,Maia,Sebastian,Gulf World Marine Park to Gulfarium (15-Mar-2014),Gulfarium Marine Adventure,US,Alive,,,,,US,2011-09-21
259,Bottlenose,"NOA0006778, TT-875",Mgu,M,a,2011,Born,2011-09-29,U.S. Navy,Mu,,,U.S. Navy,US,Alive,,,,,US,2011-09-29
260,Bottlenose,"NOA0006773, AZA ????, MSTT1101",Cayman,U,a,2011,Born,2011-10-05,Miami Seaquarium,Bimini,,,Miami Seaquarium,US,Alive,,,,,US,2011-10-05
261,Bottlenose,"NOA0006794, TT-876",Kng,U,a,2012,Born,2012-01-07,U.S. Navy,Opai,,,U.S. Navy,US,Alive,,,,,US,2012-01-07
262,Bottlenose,"NOA0006801, AZA ????, MSTT1201",Azul,M,a,2012,Born,2012-05-13,Miami Seaquarium,Rioux,J.J.,,Miami Seaquarium,US,Alive,,,,,US,2012-05-13
263,"White-sided, Pacific","NOA0010366, 4623",Sagu,M,a,2012,Born,2012-05-28,Shedd Aquarium,Piquet,Li'i,,Shedd Aquarium,US,Alive,,,,,US,2012-05-28
264,Bottlenose,"NOA0006835, SWF-TT-1202",Starla,F,a,2012,Born,2012-06-30,SeaWorld Orlando,Starkey,Nate,Seaworld Orlando to Discovery Cove (??-Nov-2016),Discovery Cove,US,Alive,,,,,US,2012-06-30
265,Bottlenose,"NOA0006827, 212127",Orin,M,a,2012,Born,2012-07-12,Indianapolis Zoo,China,Jett,,Indianapolis Zoo,US,Alive,,,,,US,2012-07-12
266,Bottlenose,"NOA0010015, TT-880",Pcl,M,a,2012,Born,2012-07-27,U.S. Navy,Naia,,,U.S. Navy,US,Alive,,,,,US,2012-07-27
267,Bottlenose,"NOA0006825, AZA ????",Tashi,M,a,2012,Born,2012-08-13,Dolphins Plus Oceanside,Squirt,Bob,,Dolphins Plus Oceanside,US,Alive,,,,,US,2012-08-13
268,Beluga,"NOA0010367, 4634",Kimalu,F,a,2012,Born,2012-08-27,Shedd Aquarium,Mauyak,Naluark,,Shedd Aquarium,US,Alive,,,,,US,2012-08-27
269,Bottlenose,"NOA0010016, AZA ????, 912F1 (Dolphin Quest)",Lehua,F,a,2012,Born,2012-09-17,Dolphin Quest Hawaii,Keo,Nimbus,,Dolphin Quest Hawai'i,US,Alive,,,,,US,2012-09-17
270,Bottlenose,"NOA0010017, AZA ????, 912M1",Malu,M,a,2012,Born,2012-09-26,Dolphin Quest Hawaii,Pele,Nimbus,,Dolphin Quest Hawai'i,US,Alive,,,,,US,2012-09-26
271,Bottlenose,"NOA0010019, AZA ????, 1012M1",Nahele,M,a,2012,Born,2012-10-15,Dolphin Quest Hawaii,Kona,Nimbus,,Dolphin Quest Hawai'i,US,Alive,,,,,US,2012-10-15
272,Bottlenose,"NOA0010020, SWC-Tt-1226",Rain,M,a,2012,Born,2012-11-05,SeaWorld San Diego,Cascade,,,SeaWorld San Diego,US,Alive,,,,,US,2012-11-05
273,Bottlenose,"NOA0010022, AZA ????, SWF-TT-1203 ",Bimini,F,a,2012,Born,2012-11-30,Discovery Cove,Clipper,"A.I., Gilly",,Discovery Cove,US,Alive,,,,,US,2012-11-30
274,Bottlenose,"NOA0010023, AZA ????, DRC-BC-12-01 ",Reese,M,a,2012,Born,2012-12-03,Dolphin Research Center,Santini,"A.I., Brisby",,Dolphin Research Center,US,Alive,,,"Conceived via artificial insemination, the sire (Brisby) lives at Six Flags Discovery Kingdom.",,US,2012-12-03
275,Killer Whale; Orca,"NOA0010029, SWC-Oo-1326",Makani,M,a,2013,Born,2013-02-14,SeaWorld San Diego,Kasatka,"A.I., Kshamenk",,SeaWorld San Diego,US,Alive,,,,,US,2013-02-14
276,Bottlenose,"NOA0010028, AZA ????, SWF-TT-1301 ",Finn,M,a,2013,Born,2013-02-25,Discovery Cove,Kendall,Lester,,Discovery Cove,US,Alive,,,,,US,2013-02-25
277,Bottlenose,"NOA0010053, GEC-TT-0053",Zeke,M,a,2013,Born,2013-05-22,Gulf World Marine Park,Indie,Zac ,Gulf World Marine Park to Gulfarium (13-Oct-2015),Gulfarium Marine Adventure,US,Alive,,,,,US,2013-05-22
278,Bottlenose,"NOA0010049, SWT-Tt-1376",Haven,F,a,2013,Born,2013-05-24,SeaWorld San Antonio,Alice,"A.I., Belle",,SeaWorld San Antonio,US,Alive,,,"Sired through artificial insemination & sex selected, sire lives at SeaWorld San Diego",,US,2013-05-24
279,Bottlenose,"NOA0010077, SWF-TT-1303",Gertrude,F,a,2013,Born,2013-06-21,SeaWorld Orlando,Griffith,,SeaWorld Orlando to Discovery Cove (??-???-????),Discovery Cove,US,Alive,,,Transferred sometime in late 2016 or early 2017 (Nov-Jan),,US,2013-06-21
280,Beluga,"NOA0010087, SWT-Dl-1376",Samson,M,a,2013,Born,2013-07-09,SeaWorld San Antonio,Luna,Imaq,,SeaWorld San Antonio,US,Alive,,,,,US,2013-07-09
281,Bottlenose,"NOA0010109, SWT-Tt-1377",Nala,F,a,2013,Born,2013-08-24,SeaWorld San Antonio,Nikki,"A.I., Razzle",,SeaWorld San Antonio,US,Alive,,,"Sired through artificial insemination, Razzle lives at SeaWorld San Diego",,US,2013-08-24
282,Bottlenose,"NOA0010107, AZA ????, 4716",Merlin,M,a,2013,Born,2013-10-16,Brookfield Zoo,Tapeko,Chinook,,Brookfield Zoo,US,Alive,,,,,US,2013-10-16
283,Bottlenose,"NOA0010118, AZA ????, 4717",Magic,M,a,2013,Born,2013-10-28,Brookfield Zoo,Spree,Chinook,,Brookfield Zoo,US,Alive,,,Magic was hand-reared,,US,2013-10-28
284,Bottlenose,"NOA0010120, SWF-TTG-1301",Sparrow,F,a,2013,Born,2013-11-01,SeaWorld Orlando,Yar,Nate,,SeaWorld Orlando,US,Alive,,,,,US,2013-11-01
285,Bottlenose,"NOA0010121, SWF-TTG-1302",Tinker,F,a,2013,Born,2013-11-02,SeaWorld Orlando,Tasha,,,SeaWorld Orlando,US,Alive,,,,,US,2013-11-02
286,Bottlenose,"NOA0010128, AZA ????, DRC-BC-13-01 ",Diva,F,a,2013,Born,2013-11-06,Dolphin Research Center,Aleta,"A.I., Gilly",,Dolphin Research Center,US,Alive,,,"Conceived via artificial insemination, sire (Fathom) lives at SeaWorld San Antonio",,US,2013-11-06
287,Bottlenose,"NOA0010129, AZA ????, DRC-BC-13-02 ",Windley,F,a,2013,Born,2013-11-12,Dolphin Research Center,Merina,"A.I., Fathom",,Dolphin Research Center,US,Alive,,,"Conceived via artificial insemination, sire (Fathom) lives at SeaWorld San Antonio",,US,2013-11-12
288,Bottlenose,"NOA0010122, SWC-TTG-1326",Lanikai,F,a,2013,Born,2013-11-12,SeaWorld San Diego,Kolohe (T.t. gilli),Crunch,,SeaWorld San Diego,US,Alive,,,Potential sires are Razzle or Deke,,US,2013-11-12
289,Bottlenose,NOA0010114,Crystal,F,a,2013,Born,2013-11-25,Theater of the Sea,Nikki,"A.I., Belle",,Theater of the Sea,US,Alive,,,"Crystal was conceived through artificial insemination, her sire (Belle) currently lives at SeaWorld San Diego",,US,2013-11-25
290,Killer Whale; Orca,"NOA0010123, SWT-Oo-1376",Kamea,F,a,2013,Born,2013-12-06,SeaWorld San Antonio,Takara,"A.I, Kshamenk",,SeaWorld San Antonio,US,Alive,,,,,US,2013-12-06
291,Bottlenose,"NOA0010126, AZA ????, SWF-TT-1401 ",Prim,F,a,2014,Born,2014-02-12,Discovery Cove,Rose,"A.I., Razzle",,Discovery Cove,US,Alive,,,,,US,2014-02-12
292,Bottlenose,"NOA0010131, AZA ????, SWF-TT-1402 ",Isadora,F,a,2014,Born,2014-03-18,Discovery Cove,Natalie,"A.I., Belle",,Discovery Cove,US,Alive,,,,,US,2014-03-18
293,Bottlenose,"NOA0010132, SWF-Tt-1403",Nigel,M,a,2014,Born,2014-03-29,SeaWorld Orlando,Naia,,SeaWorld Orlando to Discovery Cove (18-Nov-2016),Discovery Cove,US,Alive,,,,,US,2014-03-29
294,Bottlenose,"NOA0010133, SWF-TT-1404",Archer,M,a,2014,Born,2014-03-31,SeaWorld Orlando,Ariel,,SeaWorld Orlando to Discovery Cove (18-Nov-2016),Discovery Cove,US,Alive,,,,,US,2014-03-31
295,Bottlenose,"NOA0010144, AZA ????, MSTT1401",Calypso,F,a,2014,Born,2014-04-11,Miami Seaquarium,Panama,Sundance,,Miami Seaquarium,US,Alive,,,,,US,2014-04-11
296,Bottlenose,"NOA0010193, AZA ????, M14001",Coquina,F,a,2014,Born,2014-05-22,Marineland Florida,Dazzle,Zac,,Marineland Florida,US,Alive,,,,,US,2014-05-22
297,Bottlenose,"NOA0010152, SWT-Tt-1477",Yuri,F,a,2014,Born,2014-06-03,SeaWorld San Antonio,Yoyo,Scotia,,SeaWorld San Antonio,US,Alive,,,,,US,2014-06-03
298,Bottlenose,"NOA0010185, AZA ????, MSTT1402",Bali,F,a,2014,Born,2014-08-02,Miami Seaquarium,Rioux,,,Miami Seaquarium,US,Alive,,,,,US,2014-08-02
299,Bottlenose,NOA0010175,Dalai,F,a,2014,Born,2014-09-02,Dolphins Plus Oceanside,Squirt,,,Dolphins Plus Oceanside,US,Alive,,,,,US,2014-09-02
300,Bottlenose,"NOA0010186, AZA ????, MSTT1403",Name Unk.,F,a,2014,Born,2014-09-06,Miami Seaquarium,,,,Miami Seaquarium,US,Alive,,,,,US,2014-09-06
301,Bottlenose,"NOA0010180, TT-897",,M,a,2014,Born,2014-10-04,U.S. Navy,Mu,,,U.S. Navy,US,Alive,,,,,US,2014-10-04
302,Bottlenose,"NOA0010181, TT-898",,F,a,2014,Born,2014-10-08,U.S. Navy,Pele,,,U.S. Navy,US,Alive,,,,,US,2014-10-08
303,Bottlenose,"NOA0010182, TT-899",,U,a,2014,Born,2014-10-12,U.S. Navy,Hornet,,,U.S. Navy,US,Alive,,,,,US,2014-10-12
304,Bottlenose,"NOA0010183, SWC-Tt-1426",Bodie,M,a,2014,Born,2014-10-17,SeaWorld San Diego,Sadie,Bodine (T.t. gilli),,SeaWorld San Diego,US,Alive,,,,,US,2014-10-17
305,Killer Whale; Orca,"NOA0010189, SWC-Oo-1426",Amaya,F,a,2014,Born,2014-12-02,SeaWorld San Diego,Kalia,Ulises,,SeaWorld San Diego,US,Alive,,,,,US,2014-12-02
306,Bottlenose,NOA0010192,Maxine,F,a,2014,Born,2014-12-16,Brookfield Zoo,Allie,Chinook,,Brookfield Zoo,US,Alive,,,"Ownership is under Dolphin Connection, physically resides at Brookfield Zoo",,US,2014-12-16
307,Bottlenose,"NOA0010203, AZA ????, SWF-TT-1501",Reef,F,a,2015,Born,2015-02-07,Discovery Cove,Coral,"A.I., Kenobi",,Discovery Cove,US,Alive,,,,,US,2015-02-07
308,Bottlenose,"NOA0010212, 215010",Calypso,F,a,2015,Born,2015-04-24,Indianapolis Zoo,Kalei,Kimo,,Indianapolis Zoo,US,Alive,,,,,US,2015-04-24
309,Bottlenose,"NOA0010306, TT-900",,F,a,2015,Born,2015-06-01,U.S. Navy,Coho,,,U.S. Navy,US,Alive,,,,,US,2015-06-01
310,"White-sided, Pacific","NOA0010255, 101453",Makoa,M,a,2015,Born,2015-06-01,Shedd Aquarium,Piquet,Li'i,,Shedd Aquarium,US,Alive,,,Makoa is under the ownership of Miami Seaquarium but currently resides at Shedd Aquarium,,US,2015-06-01
311,Bottlenose,"NOA0010306, TT-900",,F,a,2015,Born,2015-06-10,U.S. Navy,Snapper,,,U.S. Navy,US,Alive,,,,,US,2015-06-10
312,Bottlenose,"NOA0010307, TT901",,M,a,2015,Born,2015-06-15,U.S. Navy,Mako,,,U.S. Navy,US,Alive,,,,,US,2015-06-15
313,"White-sided, Pacific","NOA0010287, AZA ????, MSLO1502",Ipo,M,a,2015,Born,2015-07-18,Miami Seaquarium,Loke,Li'i,,Miami Seaquarium,US,Alive,,,,,US,2015-07-18
314,Bottlenose,"NOA0010340, AZA ????, M15005",Boomer,M,a,2015,Born,2015-09-02,Marineland Florida,Shaka,Sunny,,Marineland Florida,US,Alive,,,,,US,2015-09-02
315,Bottlenose,"NOA0010308, TT902",,M,a,2015,Born,2015-09-04,U.S. Navy,Baily,,,U.S. Navy,US,Alive,,,,,US,2015-09-04
316,Bottlenose,"NOA0010277, SWT-TT-1676B",Zip,M,a,2015,Rescue,2015-09-22,"South Padre Is., TX",,,"South Padre Island, Texas to UT Pan-Am Coastal Studies Lab (22-Sep-2015) to TMMSN Galveston (23-Sep-2015) to SeaWorld San Antonio (31-May-2016)",SeaWorld San Antonio,US,Alive,,,Zip was previously known as ÒCameronÓ,,US,2015-09-22
317,Bottlenose,"NOA0010320, AZA ????, TT1601",Soleil,F,a,2016,Born,2016-02-08,Gulf World Marine Park,Luna,,,Gulf World Marine Park,US,Alive,,,,,US,2016-02-08
318,Bottlenose,"NOA0010321, AZA ????, SWF-TT-1601",Skye,F,a,2016,Born,2016-02-23,Discovery Cove,Astra,"A.I., Kenobi",,Discovery Cove,US,Alive,,,"Skye was sired by Kenobi via artificial insemination, Kenobi currently lives at Georgia Aquarium",,US,2016-02-23
319,Bottlenose,"NOA0010323, AZA ????, SWF-TT-1602",Delilah,F,a,2016,Born,2016-03-21,Discovery Cove,Damara,Alpha,,Discovery Cove,US,Alive,,,,,US,2016-03-21
320,"White-sided, Pacific","NOA0010333, A160409",Kukdlaa,M,a,2016,Born,2016-04-18,Shedd Aquarium,Katrl,Li'i,,Shedd Aquarium,US,Alive,,,,,US,2016-04-18
321,Bottlenose,"NOA0010339, AZA ????, SWF-TT-1603",Eden,F,a,2016,Born,2016-05-12,Discovery Cove,Gala,,,Discovery Cove,US,Alive,,,,,US,2016-05-12
322,Bottlenose,NOA0010356,Ole,M,a,2016,Born,2016-07-08,Marineland Florida,Lily,-,,Marineland Florida,US,Alive,,,,,US,2016-07-08
323,Bottlenose,"NOA0010365, AZA ????, SWF-TT-1604",Kona,F,a,2016,Born,2016-08-03,Discovery Cove,Roxy,,,Discovery Cove,US,Alive,,,,,US,2016-08-03
324,Backcross,"NOA0010370, AZA ????, SWF-TT-1605",Titan,M,a,2016,Born,2016-08-06,Discovery Cove,Calypso,"C.J.  (Hybrid, TTxDC)",,Discovery Cove,US,Alive,,,,,US,2016-08-06
325,Beluga,"NOA0010372, SWT-DL-1676",Kenai,M,a,2016,Born,2016-08-11,SeaWorld San Antonio,Luna,Imaq,,SeaWorld San Antonio,US,Alive,,,,,US,2016-08-11
326,Bottlenose,"NOA0010378, AZA ????, SWF-TT-1608",Storm,F,a,2016,Born,2016-09-02,Discovery Cove,Haley,,,Discovery Cove,US,Alive,,,,,US,2016-09-02
327,Bottlenose,"NOA0010379, 916M1",Kekoa,M,a,2016,Born,2016-09-02,Dolphin Quest Hawaii,Kona,,,Dolphin Quest Hawai'i,US,Alive,,,,,US,2016-09-02
328,"White-sided, Pacific","NOA0002534, SWC-LO-8005, LO-85",Betty,F,e,,Capture,1980-01-22,"Pacific Ocean, CA, US",,,"Pacific Ocean, California to SeaWorld San Diego (22-Jan-1980) to SeaWorld San Antonio (1990s?)",SeaWorld San Antonio,US,Alive,,,,,US,1980-01-22
329,Commerson's,"NOA0002771, SWC-CC-8326",Juan,M,e,,Capture,1983-11-23,"Straits of Magellan, Chile",,,"Chile, Straits of Magellan to Holding, Chile (23-Nov-1983) to SeaWorld San Diego (??-Dec-1983) to Aquatica Orlando (10-Jan-2016)",Aquatica Orlando,US,Alive,,,,,US,1983-11-23
330,Rough-toothed,NOA0010268,Stan,M,e,,Rescue,2015-06-21,"Clearwater Beach, FL",,,"Clearwater Beach, Florida to Clearwater Marine Aquarium (21-Jun-2015) to SeaWorld Orlando (21-Jun-2015) to Gulf World Marine Park (07-Dec-2015)",Gulf World Marine Park,US,Alive,,,,,US,2015-06-21
331,Bottlenose,"NOA0004459, AZA 32",Molly,F,e,1961,Capture,1968-01-01,"Gulf of Mexico, FL, US",,,"Florida, Gulf Coast to Private owner, Punta Gorda (??-???-1968) to Key Largo Porpoise Pens (04-Jan-1969) to Theater of the Sea (1970s) to Hull Aquarium, Mass. (??-???-1978) to Theater of the Sea (1978 / 1979?) to Ocean Reef Club (??-???-1982) to Ocean Reef Club (10-Aug-1994) to Florida Keys, Escape (??-???-1992) to Florida Keys, Re-Capture (??-???-1992) to Sugarloaf Dolphin Sanctuary (10-Aug-1994) to Dolphin Research Center (24-Jun-1996) ",Dolphin Research Center,US,Alive,,,,,US,1968-01-01
332,Bottlenose,"NOA0001336, AZA 42, SWC-TT-8730, MSG6939 ",Semo,M,e,1964,Capture,1969-11-01,Atlantic Ocean,,,Atlantic Ocean to Marineland of the Pacific (01-Nov-1969) to SeaWorld San Diego (10-Feb-1987) to SeaWorld San Antonio (13-Feb-1990?) to Minnesota Zoo (26-May-1991) to Six Flags Discovery Kingdom (04-Oct-2012),Six Flags Discovery Kingdom,US,Alive,,,,,US,1969-11-01
333,Bottlenose,"NOA0005370, AZA 54",Sherry,F,e,1965,Capture,1969-01-01,Florida Keys,,,Florida Keys to Theater of the Sea (??-???-1969),Theater of the Sea,US,Alive,,,,,US,1969-01-01
334,Killer Whale; Orca,"NOA0002847, ",Corky Ii,F,e,1966,Capture,1969-12-24,"Pender Harbor, Canada",,,"Pender Harbor, BC to Marineland of the Pacific (26-Dec-1969) to SeaWorld San Diego (27-Jan-1987)",SeaWorld San Diego,US,Alive,,,,,US,1969-12-24
335,Bottlenose,"NOA0002610, AZA 77, SWC-TT-7285",Capricorn,M,e,1968,Capture,1972-12-15,"Gulf of Mexico, MS, US",,,"Mississippi, Gulf of Mexico to SeaWorld San Diego (15-Dec-1972) to SeaWorld Aurora (1983, other?) to SeaWorld San Diego (??-???-????) to SeaWorld San Antonio (1989 ~ 1992) to Discovery Cove (03-Apr-2000)",Discovery Cove,US,Alive,,,,,US,1972-12-15
336,Bottlenose,"NOA0004588, AZA 103, MLF-354",Betty Iii,F,e,1970,Capture,1972-09-23,"Atlantic Ocean, FL",,,"Florida, Atlantic Ocean to Marineland of Florida (23-Sep-1972)",Marineland Florida,US,Alive,,,,,US,1972-09-23
337,Beluga,"NOA0006225, SWC-DL-0426",Ferdinand,M,e,1970,Capture,1975-07-31,"Hudson Bay, Canada",,,"Hudson Bay, Manitoba to Duisburg Zoo (~ Aug 1975) to SeaWorld San Diego (12-Sep-2004)",SeaWorld San Diego,US,Alive,,,,2004-09-12,Foreign,2004-09-12
338,Bottlenose,"NOA0002611, AZA 78, SWC-TT-7288",Lester,M,e,1971,Capture,1972-12-15,"Gulf of Mexico, MS, US",,,"Mississippi, Gulf of Mexico to SeaWorld San Diego (15-Dec-1972) to SeaWorld Orlando (1980s?) to Busch Gardens Tampa (06-May-1997) to SeaWorld Orlando (11-Sep-1997) to Busch Gardens Tampa (03-Oct-1997) to SeaWorld Orlando (21-Apr-1998) to Busch Gardens Tampa (12-Jan-1999) to SeaWorld Orlando (10-Jan-2000) to Busch Gardens Tampa (15-Feb-2000) to Discovery Cove (28-Sep-2000)",Discovery Cove,US,Alive,,,,,US,1972-12-15
339,Bottlenose,"NOA0002581, SWC-TT-7504",Notchfin,F,e,1971,Capture,1975-10-26,"Atlantic Ocean, FL",,,"Florida, Atlantic Ocean to SeaWorld San Diego (26-Oct-1975) to SeaWorld San Antonio (??-Feb-1988)",SeaWorld San Antonio,US,Alive,,,,,US,1975-10-26
340,Bottlenose,"NOA0002583, SWC-TT-7506",Punta,F,e,1971,Capture,1975-10-27,"Atlantic Ocean, FL",,,"Florida, Atlantic Ocean to SeaWorld San Diego (27-Oct-1975) to SeaWorld San Antonio (Feb 1988?)",SeaWorld San Antonio,US,Alive,,,,,US,1975-10-27
341,Bottlenose,"NOA0005466, AZA 102, 171F-1 (Dolphin Quest)",Iwa,F,e,1971,Capture,1977-06-16,"Texas, Gulf of Mexico",,,"Texas, Gulf of Mexico to Sea-Arama Marineworld (16-Jun-1977) to Kahala Oriental Hotel (12-Oct-1977) to Sea Life Park (29-Dec-1994) to Dolphin Quest Hawaii (11-Feb-2000)",Dolphin Quest Hawai'i,US,Alive,,,,,US,1977-06-16
342,Bottlenose,"NOA0002957, AZA 104, MH-76-30-TT, SWF-TT-8802",Dixie,F,e,1972,Capture,1975-10-19,"Unknown, FL, US",,,"Florida, Unknown to Dolphin Research Center (19-Oct-1975) to New England Aquarium (02-Mar-1976) to SeaWorld Orlando (20-Mar-1988) to Busch Gardens Tampa (11-Apr-1996) to SeaWorld Orlando (11-Sep-1997) to Busch Gardens Tampa (03-Oct-1997) to SeaWorld Orlando (21-Apr-1998) to Discovery Cove (~ Feb 2000)",Discovery Cove,US,Alive,,,,,US,1975-10-19
343,Bottlenose,"NOA0002671, SWC-TTG-7710",Gracie,F,e,1973,Capture,1977-02-20,"Pacific Ocean, CA, US",,,"Pacific Ocean, California to SeaWorld San Diego (20-Feb-1977)",SeaWorld San Diego,US,Alive,,,,,US,1977-02-20
344,Bottlenose,"NOA0000684, AZA 140, 900318 (ISIS), 03081M (CZS)",Lucky,M,e,1974,Rescue,1977-06-06,"Texas, Gulf of Mexico",,,"Texas, Gulf of Mexico to Sea-Arama (06-Jun-1977) to Six Flags Over Texas (09-Mar-1990) to Brookfield Zoo (28-Dec-1990) to Dolphin Connection (08-Sep-1994) to Lisbon Zoo (12-Apr-1995) to Brookfield Zoo (07-Jun-2002) to Dolphin Connection (10-Mar-2008)",Dolphin Connection,US,Alive,,,,,US,1977-06-06
345,Bottlenose,"NOA0003094, AZA 141, TT 30 (Sea-Arama), SWO-TT-9452",Akai,M,e,1974,Capture,1978-04-22,"Texas, Gulf of Mexico",,,"Texas, Gulf of Mexico to Sea-Arama Marineworld (22-Apr-1978) to National Aquarium in Baltimore (23-Jan-1990) to SeaWorld Aurora (02-Jun-1994) to SeaWorld Orlando (11-Oct-1997) to Busch Gardens Tampa (21-Apr-1998) to SeaWorld Orlando (12-Jan-1999) to Discovery Cove (2000)",Discovery Cove,US,Alive,,,"Akai was previously named ""B.A."" at Sea-Arama",,US,1978-04-22
